epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,310.117,0.82344,0.56948,1.10427,0.96586,0.93582,0.96347,0.78662,0.87761,0.48907,0.94515,7.65832e-05,7.65832e-05,7.65832e-05
187,311.644,0.86697,0.59071,1.09182,0.96589,0.93629,0.96353,0.79108,0.86027,0.48458,0.93955,7.20837e-05,7.20837e-05,7.20837e-05
188,313.234,0.7587,0.53351,1.08029,0.96588,0.93667,0.96184,0.79123,0.85254,0.48204,0.93747,6.75841e-05,6.75841e-05,6.75841e-05
189,314.818,0.69811,0.49758,1.00861,0.96546,0.93752,0.96184,0.80776,0.84925,0.47756,0.93766,6.30846e-05,6.30846e-05,6.30846e-05
190,316.268,0.75689,0.50884,1.03036,0.96546,0.93752,0.96184,0.80776,0.84925,0.47756,0.93766,5.85851e-05,5.85851e-05,5.85851e-05
191,334.098,0.67608,0.49109,1.00753,0.96557,0.93795,0.96187,0.79929,0.85113,0.47987,0.9399,5.40855e-05,5.40855e-05,5.40855e-05
192,335.922,0.88475,0.55119,1.14369,0.96365,0.93811,0.96339,0.80183,0.84173,0.48748,0.93786,4.9586e-05,4.9586e-05,4.9586e-05
193,337.692,0.62182,0.44982,0.95903,0.96108,0.9378,0.9633,0.79616,0.83924,0.48846,0.93764,4.50864e-05,4.50864e-05,4.50864e-05
194,339.433,0.64931,0.45523,0.95766,0.96108,0.9378,0.9633,0.79616,0.83924,0.48846,0.93764,4.05869e-05,4.05869e-05,4.05869e-05
195,341.178,0.66805,0.46823,0.98045,0.95856,0.93798,0.96316,0.80307,0.84095,0.49415,0.93899,3.60873e-05,3.60873e-05,3.60873e-05
196,342.8,0.67231,0.4728,1.04984,0.95622,0.93781,0.96305,0.7999,0.84846,0.49187,0.94165,3.15878e-05,3.15878e-05,3.15878e-05
197,344.436,0.63125,0.44642,0.9777,0.95417,0.93789,0.963,0.7976,0.85486,0.50513,0.94417,2.70882e-05,2.70882e-05,2.70882e-05
198,346.082,0.61391,0.41055,0.97735,0.95417,0.93789,0.963,0.7976,0.85486,0.50513,0.94417,2.25887e-05,2.25887e-05,2.25887e-05
199,347.71,0.73654,0.5163,1.08865,0.95313,0.93701,0.96282,0.79721,0.85812,0.51468,0.94664,1.80891e-05,1.80891e-05,1.80891e-05
200,349.269,0.62502,0.64304,1.18844,0.95167,0.93712,0.96277,0.79385,0.85797,0.50429,0.94605,1.35896e-05,1.35896e-05,1.35896e-05
